emp_no,first_name,last_name,title,dept_no,birth_date
16636,Ulf,Luan,Engineer,d005,1952-03-05
16644,Saniya,Yoshimura,Engineer,d005,1952-05-20
16658,Florian,Soicher,Senior Staff,d008,1952-08-28
16678,Gill,Lenart,Senior Engineer,d006,1952-02-15
16692,Maria,Perelgut,Engineer,d005,1952-05-06
16695,Chaosheng,Thiran,Staff,d009,1952-04-12
16698,Udaiprakash,Decleir,Engineer,d004,1952-03-27
16706,Gad,Krone,Engineer,d004,1952-11-15
16716,Ramachenga,Zumaque,Assistant Engineer,d005,1952-04-16
16759,Vojin,Masaki,Engineer,d005,1952-10-24
16766,Vatsa,Brendel,Senior Engineer,d004,1952-12-16
16772,Baruch,Giveon,Senior Staff,d007,1952-09-08
16776,Gil,Azevdeo,Senior Staff,d009,1952-04-12
16806,Sreekrishna,Dayana,Senior Staff,d007,1952-06-13
16812,Ingemar,Erdmenger,Engineer,d005,1952-12-16
16858,Akeno,Gustavson,Senior Staff,d007,1952-07-05
16859,Chikara,Heping,Senior Staff,d002,1952-02-16
16868,Gou,Vandervoorde,Staff,d002,1952-06-09
16896,Taisook,Bazzichi,Senior Engineer,d005,1952-12-30
16921,Evgueni,Yeung,Senior Staff,d007,1952-03-28
16933,Lokesh,Pardalos,Staff,d001,1952-02-23
16934,Collette,Sanella,Engineer,d005,1952-03-12
16979,Xiaoqiu,Preusig,Engineer,d005,1952-06-09
16986,Hirochika,Gecseg,Senior Engineer,d004,1952-10-28
16988,Xiong,Peron,Senior Staff,d002,1952-03-18
16996,Shigenori,Millington,Staff,d007,1952-04-10
16999,Bezalel,Sadowsky,Senior Staff,d004,1952-04-01
17041,Nishit,Montemayor,Senior Staff,d009,1952-03-07
17063,Anoosh,Thiran,Senior Staff,d007,1952-05-18
17079,Boaz,Wrigley,Staff,d001,1952-10-28
17081,Weiru,Murtafg,Engineer,d006,1952-05-01
17085,Ramzi,Litvinov,Senior Engineer,d005,1952-09-09
17097,Cathie,Berztiss,Engineer,d005,1952-05-01
17120,Yifei,Polupanov,Senior Staff,d003,1952-11-12
17126,Matk,Schapire,Senior Staff,d009,1952-02-11
17140,Mabhin,Schwabacher,Assistant Engineer,d005,1952-10-21
17141,Ingmar,Kadhim,Senior Engineer,d005,1952-12-17
17159,Quingbo,Mitchem,Engineer,d005,1952-09-11
17160,Shay,Montemayor,Senior Engineer,d004,1952-09-26
17172,Conrado,Riexinger,Engineer,d005,1952-02-14
17179,Kellyn,Angel,Engineer,d005,1952-02-25
17214,Danel,Angelov,Technique Leader,d005,1952-08-14
17243,Ishfaq,Demke,Staff,d001,1952-07-09
17245,Neven,Milicia,Staff,d007,1952-09-29
17266,Conrado,Velardi,Staff,d007,1952-07-31
17275,Shmuel,Danlos,Senior Staff,d007,1952-08-05
17276,Sorina,Range,Staff,d008,1952-10-19
17285,Mario,Weiland,Senior Staff,d002,1952-09-11
17316,Krassimir,Zolotykh,Engineer,d004,1952-04-03
17322,Candida,Fordan,Technique Leader,d005,1952-05-27
17327,Yongmin,Gihr,Senior Staff,d001,1952-06-01
17329,Shaunak,Tyugu,Senior Engineer,d005,1952-04-25
17334,Ayonca,Luby,Staff,d007,1952-11-27
17370,Mostafa,Michaeli,Staff,d007,1952-06-08
17391,Selwyn,Pews,Engineer,d005,1952-12-01
17412,Leni,Vilarrasa,Staff,d009,1952-06-29
17423,Adly,Demir,Technique Leader,d005,1952-08-20
17428,Pantung,Keustermans,Staff,d002,1952-09-20
17440,Hugh,Rosch,Senior Staff,d007,1952-12-04
17457,Chaoyi,Skrikant,Engineer,d005,1952-10-10
17463,Tremaine,Lamparter,Senior Staff,d003,1952-11-06
17472,Murthy,Verhoeff,Senior Staff,d001,1952-09-22
17482,Basant,Bottner,Staff,d007,1952-12-16
17497,Adin,Bahi,Engineer,d004,1952-02-19
17520,Shahab,Keohane,Engineer,d005,1952-03-09
17544,Kien,Marletta,Engineer,d004,1952-04-21
17555,Pranay,Sessa,Senior Engineer,d006,1952-06-21
17558,Manibrata,Muhlberg,Staff,d002,1952-07-06
17562,Kristof,Iacovou,Engineer,d005,1952-05-22
17576,Behnaam,Krybus,Senior Engineer,d006,1952-06-10
17588,Siddarth,Schade,Staff,d002,1952-06-18
17593,Shigehito,Cherinka,Engineer,d006,1952-05-21
17603,Shin,Ulupinar,Senior Staff,d009,1952-05-01
17629,Mostafa,Winter,Senior Staff,d007,1952-02-11
17647,Vasilis,Swab,Senior Staff,d007,1952-08-17
17674,Adib,Braccini,Engineer,d005,1952-11-06
17681,Eran,Schauser,Senior Staff,d007,1952-11-12
17695,Kazuhiro,Chvatal,Staff,d007,1952-04-04
17696,Feiyu,Kusalik,Engineer,d004,1952-08-11
17705,Toshimo,Mellouli,Technique Leader,d004,1952-04-05
17727,Bingning,Picaronny,Senior Staff,d003,1952-09-18
17735,Berni,Gerlach,Senior Staff,d007,1952-09-24
17751,Mrinalini,Saoudi,Senior Engineer,d006,1952-07-15
17791,Matt,Stifter,Senior Staff,d007,1952-09-22
17796,Alejandro,Impagliazzo,Staff,d007,1952-12-15
17807,Jianhua,Glowinski,Engineer,d004,1952-10-04
17816,Toshimo,Kenevan,Assistant Engineer,d004,1952-07-23
17829,Przemyslawa,Whittlesey,Staff,d007,1952-04-04
17841,Hilary,Ramaiah,Senior Engineer,d004,1952-04-02
17900,Sakthirel,Belinskaya,Engineer,d005,1952-03-09
17909,Ishfaq,Verspoor,Staff,d007,1952-06-02
17956,Ebru,Zobel,Engineer,d004,1952-12-01
17964,Yongqiao,Pintelas,Technique Leader,d004,1952-05-17
17977,Ziyad,Kalafatis,Staff,d007,1952-11-08
17987,Atreyi,Monkewich,Staff,d002,1952-06-18
17995,Oldrich,Vickson,Senior Staff,d009,1952-08-15
18018,Sasan,Schrooten,Senior Staff,d007,1952-12-14
18020,Adhemar,Pelz,Senior Staff,d008,1952-12-06
18022,Maha,Esposito,Engineer,d005,1952-03-24
18024,Uzi,Casperson,Staff,d001,1952-08-04
18040,Franziska,Nitsche,Senior Staff,d007,1952-11-10
18068,Geoff,Lorie,Senior Engineer,d005,1952-09-16
18097,Kristen,Lukaszewicz,Engineer,d005,1952-08-28
18105,Odoardo,Kaiser,Engineer,d005,1952-06-12
18106,Gudjon,Axelband,Senior Engineer,d004,1952-10-14
18108,Sanjai,Genin,Staff,d007,1952-02-14
18113,Kish,Hainaut,Engineer,d005,1952-04-19
18115,Georg,Krzyzanowski,Engineer,d005,1952-07-21
18124,Prodip,Kropf,Engineer,d004,1952-05-12
18178,Chiradeep,Baek,Staff,d005,1952-03-27
18186,Aria,Schaap,Senior Staff,d003,1952-03-16
18191,Kazuhira,Christianini,Staff,d003,1952-08-11
18217,Candida,Sethi,Senior Engineer,d005,1952-10-01
18239,Giordano,Conde,Senior Staff,d008,1952-09-07
18283,Felicidad,Steinauer,Senior Staff,d007,1952-04-23
18290,Sigeru,Puppe,Engineer,d005,1952-07-25
18318,Parke,Cairo,Senior Staff,d007,1952-06-14
18333,Munehiro,Plesums,Assistant Engineer,d004,1952-03-02
18339,Anneli,Barvinok,Assistant Engineer,d005,1952-07-28
18376,Wayne,Stranks,Engineer,d004,1952-07-04
18390,Jingling,Merel,Engineer,d004,1952-04-21
18402,Bernice,Ritzmann,Senior Staff,d009,1952-07-23
18403,Vidya,Morrow,Engineer,d004,1952-07-05
18408,Ioana,Azadmanesh,Assistant Engineer,d006,1952-03-16
18418,Cheong,Vickson,Engineer,d005,1952-09-25
18443,Florina,Swick,Senior Staff,d007,1952-09-29
18503,Mechthild,Marletta,Engineer,d004,1952-12-25
18516,Jenwei,Pauthner,Staff,d001,1952-07-15
18535,Pasqua,Gelosh,Engineer,d005,1952-08-26
18536,Hailing,Crelier,Senior Engineer,d005,1952-12-27
18537,Juichirou,Kulisch,Senior Staff,d003,1952-08-28
18546,Aral,Pramanik,Senior Engineer,d005,1952-11-20
18579,Make,Thorelli,Senior Staff,d008,1952-10-30
18612,Nevin,Sevcikova,Senior Staff,d007,1952-07-12
18621,Spyrose,Koblick,Senior Engineer,d004,1952-12-23
18627,Prodip,Brizzi,Engineer,d006,1952-08-18
18628,Srinidhi,Mahmud,Senior Staff,d007,1952-07-22
18656,Arvind,Iivonen,Engineer,d004,1952-09-11
18666,Hitofumi,Baja,Senior Staff,d005,1952-02-21
18691,Vasilis,Besancenot,Engineer,d005,1952-11-17
18692,Mona,Camurati,Engineer,d004,1952-02-14
18715,Sugwoo,Dechter,Engineer,d005,1952-04-18
18728,Tzvetan,Luft,Engineer,d005,1952-06-10
18744,Feipei,Bugrara,Senior Staff,d002,1952-08-15
18802,Kwee,Rajaraman,Assistant Engineer,d004,1952-10-28
18809,Laurentiu,Munoz,Senior Staff,d007,1952-07-17
18811,Cheong,Oxenboll,Senior Staff,d008,1952-08-15
18812,Uriel,Lueh,Senior Staff,d007,1952-03-30
18850,Shigeo,Erbe,Senior Engineer,d005,1952-03-19
18860,Eishiro,Lubachevsky,Senior Engineer,d005,1952-08-06
18881,Heejo,Botman,Staff,d002,1952-09-19
18886,Ramya,Peek,Senior Staff,d007,1952-06-23
18890,Pasqua,Litecky,Senior Staff,d003,1952-02-11
18905,Seongbae,Baca,Senior Engineer,d005,1952-11-26
18910,Pantung,Peral,Engineer,d005,1952-08-21
18921,Maren,Radwan,Engineer,d005,1952-10-07
18943,Anneli,Rando,Senior Staff,d001,1952-10-04
18983,Krister,Jenevein,Engineer,d004,1952-03-09
19035,Fuqing,Bellone,Engineer,d004,1952-08-17
19037,Lucien,Bernardeschi,Engineer,d006,1952-03-09
19042,Rosita,Levergood,Senior Engineer,d004,1952-10-17
19048,Nikolaus,Radhakrishnan,Senior Staff,d007,1952-05-10
19049,Breannda,Picht,Senior Staff,d003,1952-03-12
19051,Marek,Cappello,Technique Leader,d005,1952-02-08
19073,Sajjan,Trelles,Staff,d007,1952-03-03
19091,Xiaocheng,Sommen,Engineer,d004,1952-07-13
19113,Persi,Bahr,Staff,d007,1952-09-11
19114,Jayson,Pietracaprina,Senior Staff,d002,1952-12-27
19132,Nikolaus,Litvinov,Staff,d008,1952-07-12
19134,Seongbin,Bakhtari,Senior Staff,d007,1952-06-03
19145,Zorica,Marrevee,Technique Leader,d005,1952-12-17
19153,Subbu,Zedlitz,Senior Staff,d007,1952-07-15
19165,Yuguang,Garigliano,Engineer,d004,1952-06-24
19174,Zorica,Schaap,Engineer,d005,1952-10-07
19192,Yinlin,Schusler,Engineer,d005,1952-07-02
19225,Roselyn,Openshaw,Senior Staff,d001,1952-04-29
19332,Changho,Khamsi,Engineer,d006,1952-04-29
19345,Tsuneo,Kobara,Senior Staff,d008,1952-08-15
19353,Mayumi,Schaar,Senior Engineer,d005,1952-07-31
19359,Fumiya,Jervis,Engineer,d005,1952-08-27
19442,Terresa,Perez,Engineer,d006,1952-09-11
19445,Xinglin,Gecsel,Engineer,d005,1952-07-29
19467,Mitchel,Ecklund,Senior Staff,d009,1952-04-14
19470,Patricio,Luiz,Engineer,d005,1952-07-10
19483,Remmert,Dulay,Senior Staff,d008,1952-04-03
19512,Perry,Ramras,Senior Staff,d003,1952-03-23
19515,Keiichiro,Gurbaxani,Engineer,d005,1952-02-10
19518,Genta,Vieri,Staff,d002,1952-04-21
19546,Kwan,Penz,Engineer,d004,1952-03-19
19570,Uwe,Kobuchi,Engineer,d006,1952-04-08
19586,Hirochika,Minakawa,Senior Engineer,d005,1952-12-09
19604,Nahla,Cappello,Engineer,d005,1952-08-23
19617,Mircea,Landherr,Assistant Engineer,d004,1952-11-08
19633,Tayeb,Nourani,Engineer,d005,1952-08-27
19665,Khalid,Zielinski,Technique Leader,d005,1952-06-10
19668,Goa,Kolinko,Staff,d007,1952-05-04
19675,Isamu,Herath,Senior Staff,d007,1952-06-18
19680,Vojin,Horswill,Technique Leader,d005,1952-07-26
19701,Satosi,Raczkowsky,Engineer,d004,1952-11-26
19702,Akemi,Pettey,Senior Staff,d002,1952-08-28
19708,Ortrud,Biros,Staff,d007,1952-10-25
19713,Miyeon,Serot,Technique Leader,d005,1952-09-07
19719,Brendon,Shokrollahi,Senior Staff,d009,1952-02-24
19722,Achilleas,Boudaillier,Senior Staff,d008,1952-12-17
19725,Yurij,Matzke,Staff,d007,1952-03-30
19731,Moriyoshi,Hempstead,Senior Engineer,d006,1952-09-15
19741,Alexius,Bauknecht,Senior Engineer,d005,1952-08-24
19755,Stabislas,Angelopoulos,Engineer,d005,1952-02-18
19771,Aral,Katalagarianos,Staff,d002,1952-08-21
19785,Tiina,Bolsens,Staff,d007,1952-10-22
19796,Marjo,Peral,Engineer,d004,1952-11-19
19801,Xiaopeng,Solovay,Senior Staff,d009,1952-10-03
19818,Ashish,Ventosa,Assistant Engineer,d006,1952-12-22
19841,Adil,Straney,Staff,d007,1952-07-12
19843,Mohamadou,Peir,Staff,d001,1952-12-04
19875,Van,Zongker,Engineer,d006,1952-11-25
19900,Honesty,Luon,Assistant Engineer,d006,1952-03-15
19909,Ronnie,Linares,Senior Staff,d002,1952-02-07
19911,Siamak,Fabrizio,Senior Staff,d007,1952-06-25
19927,Siamak,Terlouw,Staff,d009,1952-10-02
19950,Jaroslava,Kusakari,Engineer,d005,1952-07-20
19975,Mabry,Geffroy,Engineer,d004,1952-09-18
19979,Nahum,Schwartzbauer,Senior Staff,d007,1952-05-09
19982,Khatoun,Baba,Engineer,d006,1952-05-19
19989,Ung,Androutsos,Technique Leader,d004,1952-06-17
19991,Ziva,Desikan,Engineer,d004,1952-04-19
20004,Radoslaw,Pfau,Senior Staff,d007,1952-03-07
20013,Jaewoo,Lanphier,Engineer,d005,1952-02-10
20022,Felicidad,Bellone,Engineer,d005,1952-09-26
20023,Nahla,Jervis,Engineer,d004,1952-02-09
20039,Udo,Harbusch,Senior Staff,d002,1952-06-07
20041,Chikara,Lienhardt,Senior Staff,d009,1952-06-14
20043,Chikara,Adachi,Engineer,d005,1952-09-13
20059,Pranay,Panwar,Technique Leader,d005,1952-06-03
20071,Jaideep,Puoti,Engineer,d004,1952-05-12
20107,Jinya,Tyugu,Senior Engineer,d006,1952-06-30
20126,Tayeb,Langford,Staff,d007,1952-10-23
20135,Ipke,Akazan,Assistant Engineer,d004,1952-12-21
20139,Steen,Riefers,Engineer,d005,1952-07-03
20140,Georgy,Pews,Engineer,d004,1952-08-18
20164,Katsuyuki,Coney,Senior Engineer,d006,1952-02-13
20171,Kazuhira,Murtha,Engineer,d004,1952-11-20
20201,Navin,Miyakawa,Engineer,d004,1952-11-27
20221,Shietung,Munoz,Senior Engineer,d004,1952-03-07
20223,Kwun,Gelosh,Senior Staff,d002,1952-09-19
20322,Shmuel,Porotnikoff,Senior Staff,d003,1952-05-21
20325,Katsuyuki,England,Senior Staff,d007,1952-08-06
20335,Christ,Stavenow,Staff,d007,1952-07-21
20339,Masami,Jumpertz,Engineer,d005,1952-05-25
20341,Margo,Pfau,Engineer,d005,1952-09-30
20368,Denis,Samarati,Senior Staff,d009,1952-07-10
20382,Alois,Marrakchi,Senior Engineer,d006,1952-02-27
20392,Terresa,Sidje,Senior Engineer,d005,1952-11-09
20401,Gennadi,Schoegge,Staff,d003,1952-04-02
20402,Szabolcs,Shrader,Engineer,d004,1952-08-01
20407,Pranas,Genther,Senior Engineer,d004,1952-03-30
20417,Tzvetan,Pell,Engineer,d005,1952-10-24
20435,Oguz,Homond,Senior Staff,d007,1952-04-29
20440,Genki,Fabrizio,Senior Engineer,d004,1952-02-10
20441,Goh,Sudbeck,Engineer,d004,1952-04-27
20444,Alair,Henseler,Staff,d002,1952-06-26
20450,Abdelwaheb,Binkley,Engineer,d005,1952-08-01
20478,Oksana,Kruskal,Senior Staff,d001,1952-04-22
20490,Soenke,Douceur,Senior Staff,d005,1952-10-20
20492,Prodip,Delgrange,Assistant Engineer,d006,1952-03-09
20498,Suvo,Gini,Engineer,d005,1952-07-16
20528,Dines,Bednarek,Senior Staff,d008,1952-11-13
20530,Nevio,Katiyar,Engineer,d005,1952-02-06
20534,Rosita,Kalloufi,Senior Staff,d007,1952-11-11
20535,Arne,Nishimukai,Engineer,d006,1952-05-08
20550,Koichi,Kabayashi,Technique Leader,d005,1952-05-09
20556,Paris,Keohane,Engineer,d004,1952-10-30
20558,Toong,Panangaden,Senior Staff,d003,1952-03-06
20573,Wanqing,Leivant,Senior Staff,d001,1952-08-18
20602,Martins,Dratva,Engineer,d004,1952-09-22
20621,Arumugam,Navazio,Senior Staff,d007,1952-03-28
20636,Hsiangchu,Collavizza,Senior Staff,d002,1952-11-07
20637,Vidya,Sidhu,Staff,d002,1952-10-22
20657,Kazuhiko,Kossowski,Staff,d002,1952-08-29
20662,Panayotis,Lung,Senior Staff,d003,1952-02-09
20666,Shushma,Linares,Engineer,d005,1952-06-01
20674,Maria,Avouris,Senior Staff,d001,1952-10-25
20684,Randy,Lanphier,Staff,d008,1952-12-24
20686,Masasuke,Dahlbom,Engineer,d004,1952-12-01
20689,Yishay,Schoegge,Senior Engineer,d006,1952-11-28
20716,Nikolaos,Basart,Staff,d003,1952-08-01
20721,Tru,Iisaku,Staff,d001,1952-05-08
20725,Yuichiro,Taubman,Senior Engineer,d005,1952-07-17
20743,Van,Boudaillier,Engineer,d004,1952-06-01
20751,Nitsan,Zyda,Senior Staff,d001,1952-10-11
20765,Steve,Viele,Senior Staff,d007,1952-05-15
20766,Chenyi,Conry,Engineer,d006,1952-09-02
20794,Shaz,Rathonyi,Engineer,d004,1952-02-27
20805,Sudharsan,Yoshimura,Engineer,d005,1952-12-11
20809,Ennio,Kuhnemann,Engineer,d004,1952-11-20
20813,Srinidhi,Sinicrope,Senior Staff,d007,1952-07-17
20820,Otilia,DeMori,Engineer,d004,1952-05-30
20828,Brewster,Sewelson,Senior Staff,d003,1952-09-23
20841,Shao,Conia,Engineer,d005,1952-05-26
20868,Dulce,Syrzycki,Engineer,d004,1952-11-19
20883,Dipankar,Kleiser,Staff,d001,1952-07-23
20903,Yagil,Kemmerer,Senior Engineer,d005,1952-06-09
20914,Udi,Brizzi,Engineer,d005,1952-11-18
20928,Menkae,Chinin,Senior Engineer,d005,1952-11-19
20930,Shim,Menhardt,Engineer,d004,1952-11-02
21044,Mack,Rajala,Engineer,d004,1952-12-10
21084,Srinidhi,Belinskaya,Senior Engineer,d004,1952-06-19
21112,Kazuhiko,Suermann,Engineer,d005,1952-05-10
21131,Zvonko,Matzen,Senior Engineer,d004,1952-12-11
21192,Sajjad,Krohm,Engineer,d004,1952-03-31
21215,Baoqiu,Sessa,Engineer,d005,1952-04-18
21275,Waiman,Suppi,Senior Staff,d001,1952-04-12
21337,Yefim,Francisci,Engineer,d006,1952-08-28
21338,Hitofumi,Besselaar,Engineer,d005,1952-03-20
21341,Tayeb,Papadias,Assistant Engineer,d005,1952-11-07
21360,Hironoby,Nyrup,Staff,d003,1952-12-24
21389,Bouchung,Frezza,Senior Staff,d003,1952-10-16
21402,Guadalupe,Gecsei,Engineer,d005,1952-04-20
21412,Paloma,Brizzi,Staff,d008,1952-09-12
21420,Xiaopeng,Rothe,Engineer,d005,1952-10-11
21422,Goo,Rattan,Technique Leader,d005,1952-10-11
21457,Jeong,Ressouche,Senior Engineer,d004,1952-12-13
21458,Yechiam,Kitai,Engineer,d006,1952-08-14
21470,Kousuke,Botman,Senior Staff,d002,1952-09-19
21472,Yuichiro,Halloran,Engineer,d004,1952-02-27
21479,Jeane,Kuszyk,Engineer,d004,1952-04-13
21491,Goo,Erva,Engineer,d004,1952-10-15
21498,Aemilian,Quadeer,Engineer,d004,1952-02-19
21509,Udo,Rubsam,Senior Staff,d007,1952-04-03
21512,Pohua,Gornas,Engineer,d004,1952-08-21
21518,Minghong,Slaats,Senior Staff,d009,1952-06-29
21528,Kristin,Adachi,Senior Staff,d002,1952-06-13
21552,Khoa,Masaki,Staff,d007,1952-06-26
21574,Vincent,Rosiles,Staff,d003,1952-10-08
21580,Debatosh,Morton,Engineer,d005,1952-10-21
21607,Jeane,Pleszkun,Engineer,d004,1952-06-20
21615,Shirish,Morrey,Technique Leader,d004,1952-12-23
21636,Munir,Erde,Senior Staff,d009,1952-08-28
21642,Shaz,Erman,Engineer,d005,1952-06-05
21669,Morrie,Servieres,Senior Staff,d007,1952-12-12
21674,Kannan,Naumovich,Technique Leader,d005,1952-05-09
21675,Vishu,Genin,Engineer,d004,1952-03-19
21704,Xiaobin,Chorvat,Assistant Engineer,d004,1952-07-04
21713,Guther,Boreale,Senior Staff,d002,1952-10-12
21715,Shawna,Skrikant,Technique Leader,d005,1952-05-13
21728,Terresa,Dalton,Engineer,d005,1952-03-26
21730,Shaowen,Laventhal,Engineer,d005,1952-08-19
21732,Goa,Hanabata,Engineer,d005,1952-11-19
21741,Muneo,Raoux,Senior Engineer,d004,1952-03-19
21758,Susumu,Picht,Senior Staff,d007,1952-09-30
21788,Golgen,Unni,Engineer,d005,1952-07-02
21832,Suzette,Vecchio,Senior Staff,d002,1952-11-01
21858,Macha,Dichev,Assistant Engineer,d004,1952-04-02
21869,Eberhardt,Krone,Senior Staff,d001,1952-04-13
21886,Ekawit,DiGiano,Engineer,d005,1952-03-22
21890,Kamakshi,Uhrik,Engineer,d005,1952-07-07
21893,Erez,Belinskaya,Staff,d008,1952-11-09
21894,Marke,Yemenis,Senior Staff,d008,1952-10-19
21906,Kirk,Uhrik,Engineer,d004,1952-12-23
21934,Hercules,Kroft,Senior Staff,d007,1952-10-28
21944,Eric,Bresenham,Staff,d003,1952-09-27
21953,Bader,Michaels,Staff,d007,1952-11-06
21961,Xuedong,Lovengreen,Engineer,d005,1952-03-20
22024,Weidon,Flexer,Engineer,d005,1952-07-05
22063,Van,Kusalik,Assistant Engineer,d004,1952-06-24
22072,Kasturi,Pettit,Engineer,d005,1952-12-02
22081,Constantine,Baar,Senior Engineer,d004,1952-07-21
22097,Arunas,Dulin,Engineer,d004,1952-09-25
22106,Uriel,Halevi,Engineer,d006,1952-09-30
22108,Nevio,Zweizig,Senior Engineer,d004,1952-09-11
22111,Rasiah,Felcyn,Senior Staff,d007,1952-02-04
22121,Saeed,Pfau,Staff,d008,1952-04-09
22135,Guiseppe,Nyrup,Staff,d001,1952-10-13
22146,Volkmar,Suermann,Technique Leader,d004,1952-12-27
22153,Amalendu,Badache,Staff,d001,1952-03-25
22154,Yuguang,Cangellaris,Engineer,d004,1952-11-26
22171,Jaideep,Crooks,Staff,d009,1952-06-01
22178,Tzvetan,Linnainmaa,Engineer,d004,1952-10-09
22216,Thodoros,Cooley,Assistant Engineer,d006,1952-02-24
22222,Isamu,Asrin,Technique Leader,d005,1952-10-22
22228,Mountaz,Gladwell,Assistant Engineer,d004,1952-08-21
22276,Tonny,Lorho,Engineer,d005,1952-04-27
22280,Mahendra,Pollacia,Senior Engineer,d005,1952-02-22
22296,Leni,Petersohn,Staff,d007,1952-03-08
22304,Genki,Serdy,Engineer,d006,1952-04-06
22310,Sahrah,Sinitsyn,Senior Staff,d002,1952-10-09
22328,Tonny,Stroustrup,Technique Leader,d004,1952-05-26
22331,Gad,Sudkamp,Engineer,d004,1952-11-21
22344,Uzi,Mateescu,Senior Staff,d003,1952-07-02
22352,Zorica,Verhoeff,Assistant Engineer,d005,1952-04-02
22355,Naftali,Jiafu,Senior Staff,d001,1952-12-12
22372,Mitchel,Bugrara,Senior Engineer,d005,1952-09-10
22374,Soenke,Klassen,Senior Staff,d007,1952-04-08
22378,Tooru,Shumilov,Staff,d008,1952-04-02
22385,Wuxu,Paludetto,Senior Staff,d008,1952-07-11
22394,Katsuo,Ladret,Assistant Engineer,d005,1952-06-01
22414,Khaled,Stentiford,Senior Engineer,d005,1952-11-14
22416,Feiyu,Syrotiuk,Senior Staff,d003,1952-10-26
22432,Raimond,Sichman,Staff,d007,1952-12-31
22441,Angus,Neiman,Senior Engineer,d004,1952-02-29
22452,Vugranam,Weiland,Engineer,d006,1952-10-22
22508,Basem,Lienhardt,Staff,d001,1952-03-18
22535,Alejandra,Chachaty,Staff,d007,1952-12-12
22561,Gritta,Sevcikova,Senior Staff,d001,1952-04-30
22583,Howell,Thorelli,Technique Leader,d004,1952-04-25
22585,Shirish,Sidje,Staff,d001,1952-12-03
22590,Suzette,Veevers,Senior Staff,d007,1952-10-15
22598,Kwun,Basawa,Engineer,d004,1952-06-30
22601,Shigenori,Staelin,Senior Staff,d003,1952-02-19
22608,Douadi,Erie,Technique Leader,d006,1952-04-21
22614,Dung,Madeira,Engineer,d005,1952-02-02
22616,Jianwen,Suwa,Senior Staff,d001,1952-03-08
22617,Uli,Tibblin,Engineer,d004,1952-07-05
22623,Tommaso,Champarnaud,Engineer,d004,1952-11-07
22625,Weicheng,Pleszkun,Senior Engineer,d004,1952-02-06
22630,Bedrich,Docker,Engineer,d006,1952-10-14
22641,Feiyu,Fujisaki,Assistant Engineer,d004,1952-12-16
22649,Reuven,Driscoll,Engineer,d005,1952-04-23
22682,Kristina,Ananiadou,Engineer,d005,1952-12-01
22683,Tonny,Angiulli,Senior Engineer,d006,1952-09-04
22684,Rosine,Rettelbach,Staff,d008,1952-04-13
22689,Salvador,Maginnis,Engineer,d005,1952-05-26
22716,Sreekrishna,Waymire,Engineer,d005,1952-03-24
22718,Teiji,Senzako,Staff,d009,1952-10-07
22720,Olivera,Gornas,Senior Staff,d007,1952-03-22
22765,Xuejun,Rusmann,Engineer,d005,1952-06-08
22770,Peternela,Lund,Staff,d002,1952-02-25
22778,Susumu,Bernick,Senior Engineer,d005,1952-05-26
22788,Prasadram,Plumb,Senior Staff,d009,1952-02-25
22798,Bingning,Decaestecker,Senior Staff,d007,1952-03-03
22810,Lena,Shanbhogue,Engineer,d004,1952-02-11
22843,Kwangyoen,Perna,Senior Staff,d007,1952-10-22
22849,Moon,Solovay,Technique Leader,d004,1952-03-16
22855,Shalesh,Thimonier,Technique Leader,d005,1952-10-18
22856,Djenana,Beutelspacher,Engineer,d004,1952-11-10
22863,Petter,Denna,Staff,d007,1952-09-28
22871,Kitty,Heijenga,Staff,d007,1952-03-04
22873,Ebbe,Ashish,Senior Staff,d007,1952-04-14
22885,Odysseas,Zastre,Engineer,d005,1952-02-15
22888,Van,Percebois,Engineer,d004,1952-05-20
22908,Eran,Bratsberg,Staff,d002,1952-05-07
22919,Georg,Skogmar,Engineer,d005,1952-04-26
22921,Gift,Pfau,Technique Leader,d005,1952-10-05
22933,Torsten,Morrow,Staff,d007,1952-04-13
22934,Parviz,Plumb,Senior Staff,d007,1952-06-14
22947,Herbert,Schmiedel,Senior Engineer,d005,1952-06-30
22956,Shietung,Kuhnemann,Engineer,d005,1952-12-04
22966,Mayuko,Heuter,Engineer,d005,1952-04-11
22977,Pranay,Lunn,Engineer,d004,1952-02-25
22992,Jahangir,Wissmann,Staff,d001,1952-06-30
22994,Atreyi,Gecsei,Senior Staff,d007,1952-05-12
23015,Elvis,Otillio,Senior Staff,d002,1952-06-21
23026,Junichi,Lortz,Assistant Engineer,d005,1952-07-26
23037,Matk,Cooman,Senior Engineer,d004,1952-05-14
23040,Sukumar,Genin,Senior Staff,d007,1952-06-18
23043,Bikash,Masand,Senior Staff,d008,1952-09-28
23049,Zhenbing,Gurbaxani,Engineer,d004,1952-10-17
23060,Shietung,Spelt,Engineer,d004,1952-04-26
23061,Yucai,Eiron,Staff,d003,1952-11-18
